category_id,name,sku,brand,tags,unit,image,estimate_time,shipping_charges,mrp_price,discount_type,discount,stock,short_description,description,policy,video_url,seo_title,seo_tags,seo_description,gst,hsn,comission,condition
14,"3M Dual Lock 1"" W x 1"" L Adhesive - 30 pcs x (15 pairs) Wall fasteners",2JR-11032,157,,pc,"https://images.sellbrite.com/production/31935/2JR-11032/41e9046c-2889-5958-b303-b46d6f14f4bb.jpg,https://images.sellbrite.com/production/31935/2JR-11032/96ded153-9ca0-59fe-8d80-7a99d8affc1f.jpg,https://images.sellbrite.com/production/31935/2JR-11032/cf31f418-73ce-5f2f-882f-e5677949c229.jpg,https://images.sellbrite.com/production/31935/2JR-11032/8042cd8f-2f42-5e8c-ae0d-4054675ebfa0.jpg,https://images.sellbrite.com/production/31935/2JR-11032/670d6309-bbd0-5137-9c46-1daf477acbe3.jpg",1 day,0,9.99,,0,100,,,,,,,,0,0,0,new
