Category ID,Item ID,Custom Label (SKU),Title,Format,VariationSet,SiteID,Reserved1-Do not edit or delete,C:Brand,C:Screen Size,C:Processor,C:Model,C:Operating System,C:Type,C:Processor Speed,C:SSD Capacity,C:Features,C:Hard Drive Capacity,C:Storage Type,C:GPU,C:Release Year,C:Maximum Resolution,C:Color,C:MPN,C:Series,C:RAM Size,C:Most Suitable For,C:Graphics Processing Type,C:Connectivity,C:Country/Region of Manufacture,C:Manufacturer Warranty,C:California Prop 65 Warning,C:Item Height,C:Item Length,C:Item Weight,C:Item Width,C:Custom Bundle,C:UPC,C:Form Factor,C:Operating System Edition,C:Bundle Description,C:Modified Item,C:Screen Refresh Rate,C:SKU,C:Location,C:Manufacturer Color
177,295529541798,3PJ-0203H-2F,"HP Pavilion G6 15.6"", AMD A6-3400M@1.40GHz, 4GB RAM, 500GB *(lot of 2)*ForParts",FIXED_PRICE,,0,-368260909,HP,15.6 in,AMD A6 Quad-Core,HP Pavilion G6,Not Included,,1.40 GHz,,,500 GB,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541800,2PJ-1222B-2F,"Toshiba Satellite L55-B5294, 15.6"", i5-4210 @1.70GHz, 8GB RAM, 160GB SSD, W10Pro",FIXED_PRICE,,0,786101986,Toshiba,15.6 in,Intel Core i5 4th Gen.,Toshiba Satellite Pro,,,1.70 GHz,,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541801,3PJ-0118E-2F,"Dell Latitude 5420 14"", i5-2430@2.40GHz, 4GB RAM (lot of 2) ** for Parts",FIXED_PRICE,,0,1597606438,Dell,14 in,Intel Core i5 2nd Gen.,Dell Latitude 5420,Not Included,,2.40 GHz,,,,,,,,,,Latitude,4 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529541805,3PJ-0117A-2F,"Dell Latitude E6430 14"", i5-3210@2.50GHz, 4GB RAM, 500GB, W10P  **READ",FIXED_PRICE,,0,-567607257,Dell,14 in,Intel Core i5 3rd Gen.,Dell Latitude E6430,Windows 10 Pro,,2.50 GHz,,,500 GB,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541816,3JS-0116G-R2,Lenovo ThinkPad E550 i3-5005U - CPU @2.0 GHz - 4 GB RAM 500GB SSD WIN10PRO,FIXED_PRICE,,0,-1603273658,Lenovo,15.6 in,Intel Core i3 5th Gen.,Lenovo Thinkpad E550,,,2.00 GHz,500 GB,,,SSD (Solid State Drive),,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541817,3JJ-0119D-R2,HP Pavilion p7-1287c | intel i5-2400@3.10GHz | 1TB HDD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,1897004531,HP,None,Intel Core i5 2nd Gen.,HP Pavilion p7-1287c,,,3.10 GHz,1 TB,,1 TB,HDD (Hard Disk Drive),,,,,,Pavilion,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541827,2PJ-1223B-2F,"Lenovo ThinkPad E540 15.6"", Intel Core i7-4702MQ@2.20GHz, 8GB RAM",FIXED_PRICE,,0,-314223191,Lenovo,15.6 in,Intel Core i7 4th Gen.,Lenovo ThinkPad E540,Not Included,,2.20 GHz,,,,,,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541830,2JJ-1204I,Dell Latitude 7285 | intel i5-7Y54 @1.2GHz | 128GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,-917825338,Dell,12.3 in,Intel Core i5 7th Gen.,Dell Latitude 7285,Windows 10,Convertible 2-in-1 Laptop/Tablet,1.20 GHz,,Touchscreen||Bluetooth||Built-in Webcam||Wi-Fi||10/100 LAN Card||Multi-Touch Trackpad||Backlit Keyboard||Force Touch Trackpad||Built-in Microphone,128 GB,SSD (Solid State Drive),Intel HD Graphics 615,,2880 x 1920,Black,PY9V9,Latitude,8 GB,Casual Computing,Integrated/On-Board Graphics,USB-C||USB 3.1,,,,,,,,No,,,,,,,,,
177,295529541832,3HL-0112K-R8,"Lenovo Thinkpad X260, i5-6200U @2.30GHz, 8GB RAM, 240GB SSD, Windows 10 Pro",FIXED_PRICE,,0,-2029044684,Lenovo,12.5 in,Intel Core i5 6th Gen.,Lenovo ThinkPad X260,Windows 10 Pro,Notebook/Laptop,2.30 GHz,240GB,,,SSD (Solid State Drive),,,,,,ThinkPad,8 GB,Casual Computing,,,,,,,,,,,,,,,,,,,
177,295529541833,2JJ-1224B-R2,Lenovo ThinkPad X1 Carbon | intel i7-7600U @2.8GHz | 256GB SSD | 16GB RAM | W10P,FIXED_PRICE,,0,-1816564516,Lenovo,14 in,Intel Core i7 7th Gen.,Lenovo ThinkPad X1,,,2.80 GHz,256 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541835,3PJ-0112D-2F,"Dell Latitude E6510 15.6"", i7 1st gen, 4GB RAM, No HDD - Lot Of 2 - For Parts",FIXED_PRICE,,0,2096570147,Dell,15.6 in,Intel Core i7 1st Gen.,Dell Latitude E6510,Not Included,,,,,,,,,,,,,4 GB,Parts,,,,,,,,,,No,,,,,,,,,
177,295529541837,3JJ-0111L-R2,Dell Latitude E5450 | intel i5-5300U @2.30GHz | 256GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,-1402367022,Dell,14 in,Intel Core i5 5th Gen.,Dell Latitude E5450,,,2.30 GHz,256 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541845,2PJ-1222D-2F,"Toshiba Satellite P855-S5200, 15.6"", i7 , no RAM no HDD - For Parts",FIXED_PRICE,,0,1875682584,Toshiba,15.6 in,i7,,,,,,,,HDD (Hard Disk Drive),,,,,,,,Parts,,,,,,,,,,No,,,,,,,,,
177,295529541846,2JJ-1226Q-R2,Lenovo ThinkPad X1 Carbon | intel i7-5600U @2.6GHz | 256GB SSD | 8GB RAM | W10P,FIXED_PRICE,,0,-565019551,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,256 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541851,3PJ-0112E-2F,"Dell Latitude E6410 14"", i5 1st gen, 4GB RAM, bad battery - lot of 3 - parts",FIXED_PRICE,,0,1216799958,Dell,14 in,Intel Core i5 1st Gen.,Dell Latitude E6410,Not Included,,,,,,,,,,,,,4 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529541854,2JJ-1204D,Dell Latitude 7285 | intel i5-7Y54 @1.2GHz | 128GB SSD | 8GB RAM | TOUCH | W10P,FIXED_PRICE,,0,923443545,Dell,12.3 in,Intel Core i5 7th Gen.,Dell Latitude 7285,Windows 10,Convertible 2-in-1 Laptop/Tablet,1.20 GHz,128 GB,Touchscreen||Bluetooth||Built-in Webcam||Wi-Fi||10/100 LAN Card||Multi-Touch Trackpad||Backlit Keyboard||Force Touch Trackpad||Built-in Microphone,,SSD (Solid State Drive),Intel HD Graphics 615,,2880 x 1920,Black,PY9V9,Latitude,8 GB,Casual Computing,Integrated/On-Board Graphics,USB-C||USB 3.1,,,,,,,,,,,,,,,,,
177,295529541857,3PJ-0103E-2F,"HP EliteBook 8470p 14"", i7-3rd Gen, 4GB RAM, No HDD, No OS - Parts",FIXED_PRICE,,0,279431788,HP,14 in,Intel Core i7 3rd Gen.,HP EliteBook 8470P,Not Included,,,,,,HDD (Hard Disk Drive),,,,,,,4 GB,Parts,,,,,,,,,,No,,,,,,,,,
177,295529541858,3PJ-0112G-2F,"Latitude E6420 14"", i7 & i5 2nd gen, 4GB RAM, low battery- for parts",FIXED_PRICE,,0,-1526531543,Dell,14 in,Intel Core i5 2nd Gen.,Dell Latitude E6420,Not Included,,,,,4 GB,,,,,,,,4 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529541860,2JJ-1209D,Dell Latitude 7285 | intel i5-7Y54 @1.2GHz | 128GB SSD | 8GB RAM | TOUCH | W10P,FIXED_PRICE,,0,-1006080351,Dell,12.3 in,Intel Core i5 7th Gen.,Dell Latitude 7285,Windows 10,Convertible 2-in-1 Laptop/Tablet,1.20 GHz,128 GB,10/100 LAN Card||Backlit Keyboard||Bluetooth||Built-in Microphone||Built-in Webcam||Force Touch Trackpad||Multi-Touch Trackpad||Touchscreen||Wi-Fi,,SSD (Solid State Drive),Intel HD Graphics 615,,2880 x 1920,Black,PY9V9,Latitude,8 GB,Casual Computing,Integrated/On-Board Graphics,USB 3.1||USB-C,,,,,,,,,,,,,,,,,
177,295529541863,2PJ-1223F-2F,"Lenovo G570 15.6"", i5-2430M@2.40GHz, 4GB RAM - For Parts",FIXED_PRICE,,0,1534636623,Lenovo,15.6 in,Intel Core i5 2nd Gen.,Lenovo G570,Not Included,,2.40 GHz,,,,,,,,,,,4 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529541866,3JJ-0110B-R2,Dell Latitude E7470 | intel i7-6600U @2.60GHz | 256GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,1435547920,Dell,14 in,Intel Core i7 6th Gen.,Dell Latitude E7470,,,2.60 GHz,256 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541872,2GA-1114E,"Dell Latitude E5450, i5 - Parts or Repair",FIXED_PRICE,,0,-1124975023,Dell,14 in,i5,Dell Latitude E5450,,,,,,,,,,,,,,,Parts,,,,,,,,,,,,,,,,,,,
177,295529541876,2JJ-1224G-R2,Lenovo ThinkPad X1 Carbon | intel i7-5600U @2.6GHz | 512GB SSD | 8GB RAM | W10P,FIXED_PRICE,,0,-609389833,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,512 GB,,512 GB,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541889,2PJ-1026A-R3,"HP 355 G2 AMD A6-6310@1.80 GHz, APU with AMD Radeon R4, 8GB RAM, 1TB HDD - READ",FIXED_PRICE,,0,1421002863,HP,15.6 in,AMD A6,,,,1.80 GHz,,,,,AMD Radeon R4,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541896,2GA-1021A,"Dell Latitude E5470, i5 vPro - Parts or Repair",FIXED_PRICE,,0,-733388974,Dell,14 in,Intel Core i5 6th Gen.,Dell Latitude E5470,,,,,,,,,,,,,,,Parts,,,,,,,,,,,,,,,,,,,
177,295529541900,2GA-0922G,"Dell Vostro V130, i3-U380@1.33GHz, 4GB Ram, 128GB SSD, No OS/Battery",FIXED_PRICE,,0,1076885606,Dell,14 in,i3-U380,Dell Vostro,,,1.33 GHz,128 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,No,,,,,,,,,
177,295529541945,CG71-I6,"Dell Latitude i5-2520M@2.50GHz, 8Gb Ram, No HDD/Cracked Screen",FIXED_PRICE,,0,-95166891,Dell,14-14.9 in,Intel Core i5 2nd Gen.,"Dell Latitude i5-2520M@2.50GHz,",,,2.50 GHz,,,8 GB,HDD (Hard Disk Drive),,,,,,Latitude,8 GB,,,,,,,,,,,No,NA,,,,,,,,
177,295529541949,2GA-0829D,"Dell Latitude E6520 i5-2520M@2.50GHz, 8GB Ram, 120GB SSD, No OS",FIXED_PRICE,,0,-707483300,Dell,14,Intel Core i5 2nd Gen.,Dell Latitude E6520,,,2.50 GHz,120 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,No,,,,,,,,,
177,295529541953,2GA-1103G,"HP Elitebook 2760p i5-2540M @2.60GHz, 4Gb Ram, 128GB SSD, No OS/ No Adapter",FIXED_PRICE,,0,-32818357,HP,12.1 in,Intel Core i5 2nd Gen.,HP Elitebook 2760P,,,2.60 GHz,128 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,No,,,,,,,,,
177,295529541956,2HL-1111G-R8,HP ProBook 640 G2 i7-6600U @ 2.6GHz 8GB RAM 500GB HDD Win 10 Pro *Read*,FIXED_PRICE,,0,1729094434,HP,14.1 in,Intel Core i7 6th Gen.,HP EliteBook 640 G2,Windows 10 Pro,ProBook,2.60 GHz,,Backlit Keyboard||Bluetooth||Built-in Microphone||Built-in Webcam,500 GB,HDD (Hard Disk Drive),,,1366 x 768,,640 G2,ProBook,8 GB,,Integrated/On-Board Graphics,Gigabit Ethernet,,,,,,,,,,,,,,,,,Black
177,295529541958,2GA-0909C,"Dell Latitude E6430 i5-3230MCPU@2.60GHz, 8GB Ram, 500GB HDD, Dell Adapter, No OS",FIXED_PRICE,,0,1182342971,Dell,15.6,Intel Core i5 3rd Gen.,Dell Latitude E6430,,,2.60 GHz,,,500 GB,HDD (Hard Disk Drive),,,,,,,8 GB,,,,,,,,,,,No,,,,,,,,,
177,295529542817,2GA-Office,"Lot of 66 Dell Latitude E6520 & E5520 i5, 4-8 GB Ram, Parts or Repair",FIXED_PRICE,,0,-198560162,Dell,15.6 in,Intel Core i5 2nd Gen.,Dell Latitude E6520,Not Included,,,,,,,,,,,,,,Parts,,,,,,,,,,,,,,,,,,,
177,295529542832,2GA-0602D-ROOM,"Gateway DX4840-02e i5-650 @3.20GHz, 4GB Ram, No HDD",FIXED_PRICE,,0,548654554,Gateway,NA,i5-650,Gateway DX4840-02e i5-650,,,3.20 GHz,,,4 GB,HDD (Hard Disk Drive),,,,,,,4 GB,,,,,,,,,,,No,NA,,,,,,,,
177,295529542856,2GA-0818F,"Lot of 3 Lenovo ThinkPad Edge i3-M380, 2GB Ram, Lenovo Adapters - No HDD's",FIXED_PRICE,,0,1852963267,Lenovo,14 in,Intel Core i3 1st Gen.,Lenovo Thinkpad Edge,Not Included,,,,,,HDD (Hard Disk Drive),,,,,,,2 GB,,,,,,,,,,,No,,,,,,,,,
177,295529542867,2JR10041,"Dell Latitude E5430 14"" Laptop i5_3360 MCPU @2.80GHz 4 GB RAM No HDD/OS",FIXED_PRICE,,0,-1852127499,Dell,14 in,Intel Core i5 3rd Gen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529542873,2JJ-1103C,Lenovo ThinkPad T460s | intel i5-6300U @2.6Ghz | NO SSD | NO RAM | FOR PARTS,FIXED_PRICE,,0,-1055652288,Lenovo,14 in,Intel Core i5 6th Gen.,Lenovo Thinkpad,,,2.60 GHz,,,,SSD (Solid State Drive),,,,,,ThinkPad,,Parts,,,,,,,,,,,,,,,,,,,
177,295529542874,2JJ-0924A,"Lenovo ThinkPad Yoga, Intel i5 vPro, NO SSD, NO RAM, DOESN'T POWER",FIXED_PRICE,,0,1223229083,Lenovo,14 in,I5,lenovo thinkpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529542880,2GA-1018A,"Lenovo ThinkPad X1 Yoga i5-6200U@2.30GHz, 8GB Ram -No SSD/Cracked Screen/Adapter",FIXED_PRICE,,0,925144697,Lenovo,14,Intel Core i5 6th Gen.,Lenovo ThinkPad X1 Yoga,,,2.30 GHz,,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,No,,,,,,,,,
177,295529542890,2JJ-0824D,"Lenovo ThinkPad T440, Intel i5-4300U @ 1.9GHz, 512GB HDD, 8GB Ram, W10P",FIXED_PRICE,,0,1001680710,Lenovo,14 in,Intel Core i5 4th Gen.,lenovo thinkpad,Windows 10 Pro,,2.70 GHz,512 GB,,,HDD (Hard Disk Drive),,,,,,ThinkPad,,,,,,,,,,,,,,,,,,,,,
177,295529542895,2BC-1110F-R6,"HP ZBook 15 G3 15.6"" Intel Core i7 4th Gen., 2.70 GHz, 8GB RAM ""PARTS ONLY""",FIXED_PRICE,,0,-438601832,HP,15.6 in,Intel Core i7 4th Gen.,HP Zbook 15,,,2.70 GHz,,,,SSD (Solid State Drive),,,,,,Zbook,,Parts,,,,,,,,,,,,,,,,,,,
177,295529542901,2JJ-1015E,Lenovo ThinkPad T460s | intel i5-6300U @2.4Ghz | NO SSD | 8GB RAM | FOR PARTS,FIXED_PRICE,,0,414799571,Lenovo,14 in,Intel Core i5 6th Gen.,Lenovo ThinkPad T460S,,,2.40 GHz,,,,SSD (Solid State Drive),,,,,,,8 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529542914,2JJ-1015L,Lenovo ThinkPad X240 | intel i5-4300U @1.9Ghz | 256GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,185298236,Lenovo,12.5 in,Intel Core i5 4th Gen.,lenovo thinkpad,,,,256 GB,,,SSD (Solid State Drive),,,,,,ThinkPad,,,,,,,,,,,,,,,,,,,,,
177,295529542925,KL250-I5,Lenovo B590 Laptop (Parts/Repair - Read Description),FIXED_PRICE,,0,-1099378890,Lenovo,15.6 in,NA,B590,,Notebook/Laptop,,,,,,,,,,,,,Parts,,,,,,,,,,,NA,,,,,,,,
177,295529542926,2RM-09083,"Dell Latitude 5580 15.6"" Laptop Intel i5-6300U 8GB RAM 120GB M.2 - See Desc",FIXED_PRICE,,0,38183829,Dell,15.6 in,Intel Core i5 6th Gen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529542968,2BC-11O7A-R6,"Lenovo G505 15.6in. Notebook AMD E1-2100, 320GB HDD, 4GB RAM, Win 10",FIXED_PRICE,,0,2113688412,Lenovo,15.6 in,AMD E-Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529542994,2PJ-1025A,HP 255 G4 Notebook AMD A8-7410@22 Mhz | 4GB RAM | GPU AMD RADEON R5 (part&repa*),FIXED_PRICE,,0,-673463774,HP,15.6 in,AMD A8,A8-7410@22,,Notebook/Laptop,,,,,,AMD Radeon R5,,,Black,,,4 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529543001,2JR-11011,"Lot of 4 Lenovo V310-14ISK i3-6100U 2.3 GHz 6 GB RAM 1 TB HDD 14"" Laptop",FIXED_PRICE,,0,-2069632123,Lenovo,14 in,Intel Core i3 6th Gen.,,,Notebook/Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529543010,2GA-1025E,HP 17-ak092cl 7th Gen AMD CPU - Parts or Repair,FIXED_PRICE,,0,294088222,HP,17.3 in,7th Gen CPU,17-ak092cl 7th Gen,,,,,,,,,,,,,,,Parts,,,,,,,,,,,,,,,,,,,
177,295529543011,2GA-0829B,"4 Dell Latitude E7440 i5-4310UCPU@2.00GHz, 8GB Ram, No SSD’s, Parts or repair",FIXED_PRICE,,0,-1851985146,Dell,14 in,Intel Core i5 4th Gen.,Dell Latitude E7440,,,2.00 GHz,,,,SSD (Solid State Drive),,,,,,,8 GB,Parts,,,,,,,,,,No,,,,,,,,,
177,295529543015,2JJ-1110F,Lenovo ThinkPad E580 | intel i5-7200U | NO SSD | 12GB RAM | FOR PARTS NO DISPLAY,FIXED_PRICE,,0,-163435783,Lenovo,15.6 in,i5-7200U,Lenovo ThinkPad E580,,,,,,12 GB,SSD (Solid State Drive),,,,,,,12 GB,Parts,,,,,,,,,,,,,,,,,,,
