Category ID,Item ID,Custom Label (SKU),Title,Format,VariationSet,SiteID,Reserved1-Do not edit or delete,C:Brand,C:Screen Size,C:Processor,C:Model,C:Operating System,C:Type,C:Processor Speed,C:SSD Capacity,C:Features,C:Hard Drive Capacity,C:Storage Type,C:GPU,C:Release Year,C:Maximum Resolution,C:Color,C:MPN,C:Series,C:RAM Size,C:Most Suitable For,C:Graphics Processing Type,C:Connectivity,C:Country/Region of Manufacture,C:Manufacturer Warranty,C:California Prop 65 Warning,C:Item Height,C:Item Length,C:Item Weight,C:Item Width,C:Custom Bundle,C:UPC,C:Form Factor,C:Operating System Edition,C:Bundle Description,C:Modified Item,C:Screen Refresh Rate,C:SKU,C:Location,C:Manufacturer Color
177,295529539928,3PJ-0124E-2F,"Latitude E5520 15.6"", i5-2nd Gen, 3GB RAM (lot of 2) ** For Parts",FIXED_PRICE,,0,-1031975084,Dell,15.6 in,Intel Core i5 2nd Gen.,Dell Latitude E5520,Not Included,,,,,,,,,,,,,3 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529539953,3JS-0118F-R2,"Lenovo Thinkpad E555 AMD A6-7000 2.2 GHz, 4GB Ram 500GB HDD WIN10PRO",FIXED_PRICE,,0,-1467068098,Lenovo,15.6 in,AMD A6 Dual-Core,A6-7000,Windows 10 Pro,,2.20 GHz,,,500 GB,HDD (Hard Disk Drive),AMD Radeon R4,,,,,ThinkPad,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529539955,2BC-1223A-R6,Dell Latitude 3490 Laptop i5-8250U @ 1.6GHz 8GB RAM 256 SSD & 500GB HDD,FIXED_PRICE,,0,1340947136,Dell,14 in,Intel Core i5 8th Gen.,Dell Latitude 3490,Windows 10 Pro,Notebook/Laptop,1.6 GHz,256 GB,,500 GB,HDD (Hard Disk Drive),,,,Black,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529539960,2BC-1223B-R6,Dell Latitude 3490 Laptop i5-8250U @ 1.6GHz 8GB RAM 256 SSD & 500GB HDD,FIXED_PRICE,,0,-2130385673,Dell,14 in,Intel Core i5 8th Gen.,Dell Latitude 3490,Windows 10 Pro,Notebook/Laptop,1.6 GHz,256 GB,,500 GB,,,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529539964,3JJ-0104A-R2,"Dell Latitude 5490,  i5-8250U @1.60GHz | 512GB SSD | 8GB RAM | WIN10PRO",FIXED_PRICE,,0,936265505,Dell,14 in,Intel Core i5 8th Gen.,Dell Latitude 5490,,,1.60 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529539973,3PJ-0112C-2F,"Dell Latitude E6510 15.6"", i7 1st gen, 4GB RAM, No HDD - Lot Of 2 - For Parts",FIXED_PRICE,,0,-339631626,Dell,15.6 in,Intel Core i7 1st Gen.,Dell Latitude E6510,Not Included,,,,,,,,,,,,,4 GB,Parts,,,,,,,,,,No,,,,,,,,,
177,295529539978,2PJ-1221E-2F,"Toshiba Satellite C55-B5201 15.6"", Celeron N2830@2.50GHz, 4GB RAM, 500GB HDD",FIXED_PRICE,,0,2013220369,Toshiba,15.6 in,Intel Celeron,,,,2.50 GHz,,,500 GB,HDD (Hard Disk Drive),,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529539979,2HL-1219C-R8,"HP ProBook 450 G3, i5-6200U @ 2.30GHz, 8GB RAM, 128GB SSD M2, W10H",FIXED_PRICE,,0,1694508081,HP,15.6 in,Intel Core i5 6th Gen.,HP  Probook 450,Windows 10 Home,Notebook/Laptop,2.30 GHz,128 GB,,,SSD (Solid State Drive),Intel HD Graphics 520,,1920 x 1080,Black,450G3,ProBook,8 GB,Casual Computing||Gaming,Integrated/On-Board Graphics,VGA||SD Card Slot||HDMI||USB 3.0||USB 2.0||Gigabit Ethernet,,,,0.98 in,14.8 in,4.56 in,10.41 in,,,,,,,,,,
177,295529539988,3JJ-0124C-R2,"Lenovo ThinkPad T450s, intel i5-5300U@2.3Ghz, 256GB SSD, 8GB RAM, WIN10PRO",FIXED_PRICE,,0,1488682160,Lenovo,14 in,Intel Core i5 5th Gen.,Lenovo ThinkPad T450S,,,2.30 GHz,256 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529539998,3HL-0111H-R8,"Dell Latitude E7470, i7-6600U @2.60GHz, 16GB RAM, 256GB SSD, Windows 10 Pro",FIXED_PRICE,,0,370834787,Dell,14 in,Intel Core i7 6th Gen.,Dell Latitude E7470,Windows 10 Pro,Notebook/Laptop,2.60 GHz,256 GB,Bluetooth||Built-in Microphone||Built-in Webcam,,SSD (Solid State Drive),,,,Black,,,16 GB,,,,,,,,,,,,,,,,,,,,
177,295529540002,2JR-10223-I2,"Dell Inspiron 3650 Intel Core i5-6400 2.40GHz 8GB RAM, 1TB HDD, W10P",FIXED_PRICE,,0,1820576520,Dell,NA,Intel Core i5 6th Gen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529540003,2JJ-1217C,Lenovo ThinkPad T440 | intel i5-4300U @1.9Ghz | 512GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,-491800078,Lenovo,14 in,Intel Core i5 4th Gen.,Lenovo ThinkPad T440,,,,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529540005,3JJ-0104D-R2,"Dell Latitude 5490, i5-8250U @1.60GHz | NO SSD | 8GB RAM | NO POWER",FIXED_PRICE,,0,-1451562140,Dell,14 in,Intel Core i5 8th Gen.,Dell Latitude 5490,,,1.60 GHz,,,8 GB,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,No,,,,,,,,,
177,295529540007,3PJ-0103A-2F,"Dell Latitude 3580 15.6"", i5-7200U@2.50GHz, 6GB RAM, 250GB SSD-Bad Battery",FIXED_PRICE,,0,-124936965,Dell,15.6 in,i5-7200U,Dell Latitude 3580,Not Included,,2.50 GHz,250 GB,,,,,,,,,,6 GB,,,,,,,,,,,,,,,,,,,,
177,295529540010,2GA-1212,Dell Latitude E6430 i5 Laptop - Parts or Repair,FIXED_PRICE,,0,-1881181902,Dell,14 in,i5,Dell Latitude E6430,,Notebook/Laptop,,,,,,,,,,,,,Parts,,,,,,,,,,,,,,,,,,,
177,295529540016,3PJ-0209G-2F,"HP Pavilion Touchscreen Sleekbook 14, Celeron 877@1.40GHz, 4GB RAM, 1TB *Parts*",FIXED_PRICE,,0,-1480505141,HP,14 in,Intel Celeron,Sleekbook 14,Not Included,,1.40 GHz,,Touchscreen,1 TB,,,,,,,Pavilion,4 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529540017,2PJ-1215E-R3,"Dell Inspiron 17 N7010 Laptop, i5-450M@2.4GHz, No RAM, No HDD -For Parts- READ!",FIXED_PRICE,,0,-214015192,Dell,17 in,Intel Core i5 4th Gen.,"i5-450M@2.4GHz,",,Notebook/Laptop,2.40 GHz,,,,HDD (Hard Disk Drive),,,,,,Inspiron,,Parts,,,,,,,,,,No,,,,,,,,,
177,295529540022,2JJ-0810C,"Hp Spectre 7265NGW,Intel i7,NO HDD | UNTESTED,BROKEN SCREEN, READ",FIXED_PRICE,,0,1091447839,HP,15.6,i7,HP Spectre,,,,,,,HDD (Hard Disk Drive),,,,,,,,,,,,,,,,,,No,,,,,,,,,
177,295529540035,2JJ-1217G,Lenovo ThinkPad T450 | intel i5-5300U @2.3Ghz | 512GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,-2088869824,Lenovo,14 in,Intel Core i5 5th Gen.,Lenovo ThinkPad T450,,,2.30 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529540038,2HL-1209A-R8,"Dell Latitude E6220, i7-2640M @ 2.80GHz, 8GB RAM, 256GB SSD, Win 10 Pro",FIXED_PRICE,,0,588517957,Dell,12.5 in,Intel Core i7 2nd Gen.,Dell Latitude E6220,Windows 10 Pro,Laptop,2.80 GHz,256 GB,,,SSD (Solid State Drive),,,,,Does not apply,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529540042,2HL-1222G-R8,"Dell Latitude 3490, i5-8250U @ 1.60GHz, 8GB RAM, 128GB SSD + 500GB HDD, W10P",FIXED_PRICE,,0,-231998326,Dell,14 in,Intel Core i5 8th Gen.,3490,Windows 10 Pro,Notebook/Laptop,1.60 GHz,128 GB,Built-in Webcam,500 GB,HDD + SSD,Please review listing,,1920 x 1080,Black,3490,Latitude,8 GB,Casual Computing,Integrated/On-Board Graphics,HDMI||USB 3.0||USB-C||VGA||SD Card Slot,Unknown,None,,,,,,No,,,,Not Applicable,No,,,,
177,295529540043,2GA-1206A,Dell Inspirion 15 5xxx i5 Laptop - Parts or Repair,FIXED_PRICE,,0,35972461,Dell,15.6 in,i5,Dell Inspirion 15 5xxx i5,,Notebook/Laptop,,,,,,,,,,,,,Parts,,,,,,,,,,,,,,,,,,,
177,295529540048,2GA-1207F,"Dell Inspirion 5567 i5-7200U@2.50GHz, 8GB Ram, No SSD",FIXED_PRICE,,0,-822956152,Dell,15.6 in,i5-7200U,"Dell Inspirion 5567 i5-7200U@2.50GHz,",,,2.50 GHz,,,8 GB,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,No,,,,,,,,,
177,295529540049,2HL-1222F-R8,"Dell Latitude 3490, i5-8250U @ 1.6GHz, 8GB RAM, 128GB SSD + 500GB HDD, W10P",FIXED_PRICE,,0,-69849196,Dell,14 in,Intel Core i5 8th Gen.,3490,Windows 10 Pro,Notebook/Laptop,1.60 GHz,128 GB,Built-in Webcam,500 GB,HDD + SSD,Please review listing,,1920 x 1080,Black,3490,Latitude,8 GB,Casual Computing,Integrated/On-Board Graphics,HDMI||USB 3.0||USB-C||VGA||SD Card Slot,Unknown,None,,,,,,No,,,,Not Applicable,No,,,,
177,295529540052,2HL-1208E-R8,"Dell Latitude E6440, i7-4610M @ 3.00GHz, 8GB RAM, 250GB SSD, Windows 10 Pro",FIXED_PRICE,,0,482087200,Dell,14 in,Intel Core i7 4th Gen.,Latitude E6440,Windows 10 Pro,Notebook/Laptop,3.00 GHz,250 GB,,,SSD (Solid State Drive),Intel HD Graphics,2014,1920 x 1080,Silver,E6440,Dell Latitude,8 GB,Casual Computing||Gaming,Integrated/On-Board Graphics,DisplayPort||Gigabit Ethernet||HDMI||USB 1.0/1.1||USB 2.0||USB 3.0||VGA||SD Card Slot,,None,,,,,,Yes,,,,AC Adapter Included,,,,,
177,295529541002,3HL-0208D-R8,"Lenovo Thinkpad X230, i5-3320M @2.60GHz, 8GB RAM, No HDD, *For Parts & Repair*",FIXED_PRICE,,0,-1082531002,Lenovo,12.5 in,Intel Core i5 3rd Gen.,Lenovo ThinkPad X230,Not Included,Notebook,2.60GHz,N/A,,,,,,,Black,,ThinkPad,8 GB,Parts,,USB,Unknown,N/A,,,,,,No,Does not apply,,,,,,,,
177,295529541003,3JJ-0202B-R2,"Dell Inspiron 5570, intel i5-8250U@1.60GHz, 512GB SSD, 8GB RAM, Touch, WIN10PRO",FIXED_PRICE,,0,-545156440,Dell,15.6,Intel Core i5 8th Gen.,Dell Inspiron 15 5000,,,1.60 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541004,3PJ-0207C-2F,"HP Envy dv6 15.6"", i7-3630 @2.40GHz CPU, 8GB RAM, No OS/Battery *ForParts-Read*",FIXED_PRICE,,0,-1046009520,HP,15.6 in,Intel Core i7 3rd Gen.,,Not Included,,2.40 GHz,,,,,,,,,,ENVY,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541007,3PJ-0208C-2F,"HP 355 G2 15.6"" laptop, AMD A6-6310 APU w Radeon R4, 8GB RAM, 120GB SSD, W10P",FIXED_PRICE,,0,1231973231,HP,15.6 in,AMD A6 Quad-Core,,Windows 10 Pro,Notebook/Laptop,,120 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541009,3PJ-0208D-2F,"HP Probook 450 G1 15.6"" laptop, i5 4th Gen *Read-ForParts*",FIXED_PRICE,,0,-1930963929,HP,15.6 in,Intel Core i5 4th Gen.,HP ProBook,Not Included,Notebook/Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541012,3PJ-0208L-2F,"HP EliteBook 8560p 15.6"" Laptop, i7-2630QM@2.00GHz, 16GB RAM *Read-ForParts*",FIXED_PRICE,,0,-1829706346,HP,15.6 in,Intel Core i7 2nd Gen.,HP EliteBook 8560P,Not Included,Notebook/Laptop,2.00 GHz,,,,,,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,
177,295529541015,3PJ-0209B-2F,"HP Elite X2 1012 G2 tablet, i5-7300U, 4GB RAM, 128GB SSD *ForParts-Read*",FIXED_PRICE,,0,-161468697,HP,12.5 in,Intel Core i5 7th Gen.,,Not Included,,,128 GB,,,SSD (Solid State Drive),,,,,,Elite,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541021,3PJ-0209C-2F,"HP EliteBook 8460p 14"", i5-2520M @2.50GHz, 4GB RAM (lot of 3) *ForParts*",FIXED_PRICE,,0,-1746161568,HP,14 in,Intel Core i5 2nd Gen.,HP EliteBook 8460P,Not Included,,2.50 GHz,,,,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541031,3HL-0204B-R8,"Dell Latitude 7285 2-in-1 Touch, i5-7Y54 @ 1.2GHz, 8GB RAM, 128GB SSD, *Read*",FIXED_PRICE,,0,391532045,Dell,12.3 in,Intel Core i5 7th Gen.,Dell Latitude 7285,Windows 11 Pro,Notebook/Laptop,1.20 GHz,128 GB,Touchscreen,,SSD (Solid State Drive),,,,,,Latitude,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541048,3JJ-0118E-R2,Dell Latitude E5570 | intel i5-6300U@2.40GHz | NO SSD | 8GB RAM | NO OS,FIXED_PRICE,,0,-2099852673,Dell,15.6 in,Intel Core i5 6th Gen.,Dell Latitude E5570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541053,3PJ-0207i-2F,"HP 350 G1 15.6"", i7-4500U@1.80GHz, 4GB RAM *No Screen *ForParts",FIXED_PRICE,,0,770244106,HP,15.6 in,Intel Core i7 4th Gen.,,Not Included,,1.80 GHz,,,,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541058,3JS-0209B-R2,"Dell Inspiron N5050, i3-2350m, CPU@2.30GHz, 4GB RAM, 500GB HDD, WIN10PRO",FIXED_PRICE,,0,1816166205,Dell,15.6 in,Intel Core i3 2nd Gen.,Inspiron N5050,Windows 10 Pro,Notebook/Laptop,2.30 GHz,,,500 GB,HDD (Hard Disk Drive),,,,,,Inspiron,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541061,3JJ-0124B-R2,"HP Star Wars Special Edition Notebook, i5-6200U, 8GB RAM, TOUCH, 512GB SSD, W10H",FIXED_PRICE,,0,1802478653,HP,15.6 in,Intel Core i5 6th Gen.,HP Star Wars Special Edition,,Notebook/Laptop,,512 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541068,3JS-0116F-R2,"Lenovo ThinkPad E550 i3-5005U CPU @2.0 GHz, 4 GB Ram, 500GB SSD WIN10PRO",FIXED_PRICE,,0,-770371090,Lenovo,15.6 in,Intel Core i3 5th Gen.,Lenovo Thinkpad E550,,,2.00 GHz,500 GB,,,SSD (Solid State Drive),,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541071,3HL-0118E-R8,"HP ENVY x360 Convertible 15-bp100, i5-8250U@1.60GHz, 12GB RAM, 256GB SSD, *Read*",FIXED_PRICE,,0,915176396,HP,15.6 in,Intel Core i5 8th Gen.,HP ENVY x360,Windows 10 Pro,Notebook/Laptop,1.60 GHz,256 GB,Touchscreen,,SSD (Solid State Drive),,,,,,ENVY,12 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529541072,3PJ-0119F-2F,"Dell Latitude E6420 14"", i5-2520@2.80GHz, 8GB RAM, 500GB (lot of 2)**For Parts",FIXED_PRICE,,0,-481300236,Dell,14 in,Intel Core i5 2nd Gen.,Dell Latitude E6420,Not Included,,2.80 GHz,,,500 GB,,,,,,,,8 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529541092,2PJ-1215B-2F,"Lenovo G505-20240 15.6"", Quad-Core AMD A6 - For Parts",FIXED_PRICE,,0,-2116164497,Lenovo,15.6 in,AMD A6,,,,,,,,,,,,,,,,Parts,,,,,,,,,,,,,,,,,,,
177,295529541094,3PJ-0118F-2F,"Dell Latitude E6520 15.6"", i5-2520@2.50GHz, 4GB RAM, 500GB (lot of 2)**For Parts",FIXED_PRICE,,0,-360306971,Dell,15.6 in,Intel Core i5 2nd Gen.,Dell Latitude E6520,Not Included,,2.50 GHz,,,500 GB,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541102,3HL-0111B-R8,"Lenovo V310-14ISK, i3-6100U @2.30GHz, 6GB RAM, 1TB HDD, Windows 10 Pro",FIXED_PRICE,,0,655349904,Lenovo,14 in,Intel Core i3 6th Gen.,Lenovo V310-14ISK,Windows 10 Pro,Notebook/Laptop,2.30 GHz,,,1 TB,HDD (Hard Disk Drive),,,,,,,6 GB,,,,,,,,,,,,,,,,,,,,
177,295529541107,3JJ-0110G-R2,Dell Latitude 5480 | intel i7-7820HQ @2.90GHz | 256GB SSD | 16GB RAM | WIN10PRO,FIXED_PRICE,,0,1855050800,Dell,14 in,Intel Core i7 7th Gen.,Dell Latitude 5480,,,2.90 GHz,256 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541110,3HL-0106F-R8,"HP EliteBook 850 G2, i7-5600U @2.60GHz, 8GB RAM, 256GB SSD, Win 10 Pro, *Read*",FIXED_PRICE,,0,-923808068,HP,15.6 in,Intel Core i7 5th Gen.,HP EliteBook 850 G2,Windows 10 Pro,Notebook/Laptop,2.60 GHz,256 GB,,,SSD (Solid State Drive),Intel HD Graphics,,,Black,,,8 GB,Casual Computing||Parts,,,,,,,,,,,,,,,,,,,
177,295529541113,2JJ-1218A,Dell Latitude 5580 | intel i7-7820HQ @2.9Ghz | NO SSD | 8GB RAM | FOR PARTS,FIXED_PRICE,,0,1138735489,Dell,15.6 in,Intel Core i7 7th Gen.,Dell Latitude 5580,,,2.90 GHz,,,,SSD (Solid State Drive),,,,,,,8 GB,Parts,,,,,,,,,,No,,,,,,,,,
177,295529541119,2JJ-1224S-R2,Lenovo ThinkPad X1 Carbon | intel i7-8650U | 512GB SSD | 16GB RAM | Touch | W10P,FIXED_PRICE,,0,-1155680690,Lenovo,14 in,Intel Core i7 8th Gen.,Lenovo ThinkPad X1,,,,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541127,3PJ-0104C-2F,"HP EliteBook 850 G3, i5-6300U@2.50GHz, 16GB RAM, 128GB SSD, W10P",FIXED_PRICE,,0,-719991790,HP,15.6 in,Intel Core i5 6th Gen.,,Windows 10 Pro,,2.50 GHz,128 GB,,,SSD (Solid State Drive),,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,
177,295529541130,2JJ-1217D,Lenovo ThinkPad T470p | intel i5-7300HQ @2.5Ghz | 180GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,-1440456497,Lenovo,14 in,Intel Core i5 7th Gen.,Lenovo Thinkpad,,,2.50 GHz,180GB,,,SSD (Solid State Drive),,,,,,ThinkPad,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541132,3PJ-0113A-2F,"Dell Vostro, 14"" i5 2nd g, 15.6"" AMD E2, 17"" i5 1st g, 2 GB RAM *lot of 3* Parts",FIXED_PRICE,,0,1674394754,Dell,14 in,Intel Core i5 2nd Gen.,,Not Included,,,,,,,,,,,,,2 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529541136,2JJ-1225P-R2,Lenovo ThinkPad X1 Carbon | intel i7-6600U @2.6GHz | 512GB SSD | 16GB RAM | W10P,FIXED_PRICE,,0,-141630001,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,,,512 GB,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541139,2PJ-1223H-2F,"Lenovo G50-30 15.6"", pentium n3530@216GHz, 4GB RAM, 500GB HDD,W10P",FIXED_PRICE,,0,942104107,Lenovo,15.6 in,Intel Pentium,Lenovo G50,Windows 10 Pro,,,,,500 GB,HDD (Hard Disk Drive),,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541140,3JJ-0112B-R2,HP Envy x360 | AMD Ryzen 5 2500U @2.00GHz | 256GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,476182448,HP,15.6 in,AMD Ryzen 5,HP ENVY x360,,,2.00 GHz,256 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541143,2JJ-1229A-R2,Lenovo ThinkPad T450s | intel i7-5600U @2.6Ghz | 512GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,1550795123,Lenovo,14 in,Intel Core i7 5th Gen.,Lenovo T450s,,,2.60 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541146,2JJ-1229C-R2,Dell Latitude 3490 | intel i5-8250U @1.60GHz | 256GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,1583427832,Dell,14 in,Intel Core i5 8th Gen.,Dell Latitude 3490,,,1.60 GHz,256 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541150,3PJ-0110E-2F,"Precision M2800 15.6"", i7-4710@2.50GHz, 16GB RAM, No HDD & OS **READ*",FIXED_PRICE,,0,1174023372,Dell,15.6 in,Intel Core i7 4th Gen.,,Not Included,,2.50 GHz,,,,HDD (Hard Disk Drive),,,,,,Precision,16 GB,,,,,,,,,,,No,,,,,,,,,
177,295529541161,2JJ-1203E,Dell Latitude 7285 | intel i5-7Y54 @1.2GHz | 128GB SSD | 8GB RAM | TOUCH | W10P,FIXED_PRICE,,0,-1611290868,Dell,12.3 in,Intel Core i5 7th Gen.,Dell Latitude 7285,Windows 10,Convertible 2-in-1 Laptop/Tablet,1.20 GHz,,Touchscreen||Bluetooth||Built-in Webcam||Wi-Fi||10/100 LAN Card||Multi-Touch Trackpad||Backlit Keyboard||Force Touch Trackpad||Built-in Microphone,128 GB,SSD (Solid State Drive),Intel HD Graphics 615,,2880 x 1920,Black,PY9V9,Latitude,8 GB,Casual Computing,Integrated/On-Board Graphics,USB-C||USB 3.1,,,,,,,,,,,,,,,,,
177,295529541162,2GA-1114B,"Dell Inspiron 3250, i3-6100 @3.70GHz, 4GB Ram - As Is",FIXED_PRICE,,0,1154104007,Dell,NA,Intel Core i3 6th Gen.,Inspiron 3250,,,3.70 GHz,,,,,,,,,,Inspiron,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541168,3BC-0111F-R6,HP ZBook 15 G2 Intel 4th Gen i7-4810MQ @ 2.8GHz 16GB RAM 512GB SSD WIN 10 PRO,FIXED_PRICE,,0,-124536996,HP,15.6 in,Intel Core i7 4th Gen.,HP Zbook 15,Windows 10,,2.80 GHz,512 GB,,,SSD (Solid State Drive),,,,,,Zbook,16 GB,,,,,,,,,,,,,,,,,,,,
177,295529541171,2BC-1123E-R6,"Lenovo ThinkPad T440p 14"" Core i7 No RAM No HDD No Power ADAPTER *AS-IS*",FIXED_PRICE,,0,-2041409456,Lenovo,14 in,i7,Lenovo ThinkPad T440P,,Notebook/Laptop,,,,,HDD (Hard Disk Drive),,,,,,,,,,,,,,,,,,No,,,,,,,,,
177,295529541173,3BC-0119A-R6,"HP Envy x360 i5-8250 @1.60GHz, 8GB RAM, 256GB SSD, W10P, TOUCH SCREEN",FIXED_PRICE,,0,-1395876584,HP,15.6 in,Intel Core i5 8th Gen.,HP ENVY x360,Windows 10 Pro,,,256 GB,Touchscreen,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541177,2JJ-1204A,Dell Latitude 7285 | intel i5-7Y54 @1.2GHz | 128GB SSD | 8GB RAM | TOUCH | W10P,FIXED_PRICE,,0,-291443274,Dell,12.3 in,Intel Core i5 7th Gen.,Dell Latitude 7285,Windows 10,Convertible 2-in-1 Laptop/Tablet,1.20 GHz,128 GB,Touchscreen||Bluetooth||Built-in Webcam||Wi-Fi||10/100 LAN Card||Multi-Touch Trackpad||Backlit Keyboard||Force Touch Trackpad||Built-in Microphone,,SSD (Solid State Drive),Intel HD Graphics 615,,2880 x 1920,Black,PY9V9,Latitude,8 GB,Casual Computing,Integrated/On-Board Graphics,USB-C||USB 3.1,,,,,,,,,,,,,,,,,
177,295529541180,2JJ-1015I,Lenovo ThinkPad T450s | Intel i7-5600U @2.6Ghz | NO SSD | 4GB RAM | POWERS ON,FIXED_PRICE,,0,-1116290087,Lenovo,14 in,Intel Core i7 5th Gen.,Lenovo Thinkpad,,,2.60 GHz,,,,SSD (Solid State Drive),,,,,,ThinkPad,4 GB,,,,,,,,,,,,,,,,,,,,
177,295529541183,2JJ-1204B,Dell Latitude 7285 | intel i5-7Y54 @1.2GHz | 128GB SSD | 8GB RAM | TOUCH | W10P,FIXED_PRICE,,0,794035888,Dell,12.3 in,Intel Core i5 7th Gen.,Dell Latitude 7285,Windows 10,Convertible 2-in-1 Laptop/Tablet,1.20 GHz,128 GB,Touchscreen||Bluetooth||Built-in Webcam||Wi-Fi||10/100 LAN Card||Multi-Touch Trackpad||Backlit Keyboard||Force Touch Trackpad||Built-in Microphone,,SSD (Solid State Drive),Intel HD Graphics 615,,2880 x 1920,Black,PY9V9,Latitude,8 GB,Casual Computing,Integrated/On-Board Graphics,USB-C||USB 3.1,,,,,,,,,,,,,,,,,
177,295529541772,3JS-0118E-R2,HP Envy X360 Convertible i5-8250U CPU@1.8 GHz 8GB RAM 256GB SSD WIN10PRO,FIXED_PRICE,,0,1331789086,HP,15.6 in,Intel Core i5 8th Gen.,HP ENVY x360,,,1.80 GHz,256 GB,Touchscreen,,SSD (Solid State Drive),,,,,,ENVY,8 GB,,,,,,,,,,,,,,,,,,,,
177,295529541776,3PJ-0119A-2F,"Dell Latitude E6440 14"", i5-4th Gen, 4GB RAM, 500GB (lot of 4)**For Parts",FIXED_PRICE,,0,1037639701,Dell,14 in,Intel Core i5 4th Gen.,Dell Latitude E6440,Not Included,,,,,500 GB,,,,,,,,4 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295529541784,3PJ-0208J-2F,"HP EliteBook E3W21UT#ABA 15.6"" Laptop, i5-4200U@1.6GHz *Read-ForParts*",FIXED_PRICE,,0,424202228,HP,15.6 in,Intel Core i5 4th Gen.,,Not Included,Notebook/Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295529541792,3JS-0208A-R2,"Lot 3 Dell Inspiron N5050, i3-2350m, CPU@2.30GHz, 4GB RAM, 500GB HDD, WIN10PRO",FIXED_PRICE,,0,277016473,Dell,15.6 in,Intel Core i3 2nd Gen.,Dell Inspiron N5050,Windows 10 Pro,Notebook/Laptop,2.30 GHz,,,500 GB,HDD (Hard Disk Drive),,,,,,Inspiron,4 GB,,,,,,,,,,,,,,,,,,,,
