category_id,name,sku,brand,tags,unit,image,estimate_time,shipping_charges,mrp_price,discount_type,discount,stock,short_description,description,policy,video_url,seo_title,seo_tags,seo_description,gst,hsn,comission,condition
14,"3M Dual Lock 1"" W x 1"" L Adhesive - 30 pcs x (15 pairs) Wall fasteners",2JR-11032,157,,pc,,1 day,0,9.99,,0,100,,,,,,,,0,0,0,new
